row	authorFirstname	authorLastname	 X	GND	preferredName	yearOfBirth	yearOfDeath	placeOfBirth	placeOfDeath	professionOrOccupation	foaf_page	
1433	Theodor	Kramer	 	http://d-nb.info/gnd/122261135	Kramer, Theodor Valentin	 	 	 	 	 	 	DifferentiatedPerson
1433	Theodor	Kramer	 	http://d-nb.info/gnd/12449773X	Cramer, Christian Theodor	 	 	 	 	 	 	DifferentiatedPerson
1441	Julius	Epstein	 	http://d-nb.info/gnd/113383762	Epstein, Julius J.	1909	2000	 	 	 	http://de.wikipedia.org/wiki/Julius_J._Epstein	DifferentiatedPerson
1441	Julius	Epstein	 	http://d-nb.info/gnd/116652357	Epstein, Julius	1832	1926	Zagreb	Wien	Pianist | Musikwissenschaftler	http://de.wikipedia.org/wiki/Julius_Epstein_%28Pianist%29	DifferentiatedPerson
1441	Julius	Epstein	 	http://d-nb.info/gnd/116516984	Epstein, Julius	1901	1975	Wien	 	Redakteur | Schriftsteller	http://de.wikipedia.org/wiki/Julius_Epstein_%28Autor%29	DifferentiatedPerson
1467	Rudolf	Breitscheid	 	http://d-nb.info/gnd/11851492X	Breitscheid, Rudolf	1874	1944	Köln	 	Politiker | Journalist	http://de.wikipedia.org/wiki/Rudolf_Breitscheid	DifferentiatedPerson
1474	Karl	Tschuppik	 	http://d-nb.info/gnd/11928636X	Tschuppik, Karl	1877	1937	 	Wien	Journalist	http://de.wikipedia.org/wiki/Karl_Tschuppik	DifferentiatedPerson
1477	Adelheid	Popp	 	http://d-nb.info/gnd/118595792	Popp, Adelheid	1869	1939	 	 	Feministin	http://de.wikipedia.org/wiki/Adelheid_Popp	DifferentiatedPerson
1479	Irma	Singer	 	http://d-nb.info/gnd/13406514X	Singer, Irma	1898	1989	Prag	 	Schriftstellerin	 	DifferentiatedPerson
1481	Hubertus Maria Friedrich Graf v.	Loewenstein-Scharfeneck	 									
1487	Oskar	Edel	 	http://d-nb.info/gnd/12659502X	Edel, Oskar	 	 	 	 	Politiker	http://de.wikipedia.org/wiki/Oskar_Edel	DifferentiatedPerson
1500	Gustav	Lehnert	 	http://d-nb.info/gnd/1026041031	Lehnert, Gustav Adolf	1896	 	 	 	Polizeibeamter	 	DifferentiatedPerson
1503	Erhard, Dr.	Breitner	 									
1526	Carola	Henschke, geb. Neher	 									
1530	Kurt	Tucholski	 									
1531	Elga	Kern	 	http://d-nb.info/gnd/116140046	Kern, Elga	1888	1955	 	 	Publizistin	 	DifferentiatedPerson
1534	Kurt	Eisner	 	http://d-nb.info/gnd/118529706	Eisner, Kurt	1867	1919	 	 	Schriftsteller | Journalist | Politiker	http://de.wikipedia.org/wiki/Kurt_Eisner	DifferentiatedPerson
1534	Kurt	Eisner	 	http://d-nb.info/gnd/116436182	Eisner, Curt	 	 	 	 	Entomologe	 	DifferentiatedPerson
1534	Kurt	Eisner	 	http://d-nb.info/gnd/125202210	Eisner, Kurt Otto	 	 	 	 	 	 	DifferentiatedPerson
1535	Ernst	Thaelmann	 	http://d-nb.info/gnd/118621505	Thälmann, Ernst	1886	1944	Hamburg	Weimar-Buchenwald	Politiker | Kutscher	http://de.wikipedia.org/wiki/Ernst_Th%C3%A4lmann	DifferentiatedPerson
1545	Johannes Robert	Becher	 	http://d-nb.info/gnd/118507931	Becher, Johannes R.	1891	1958	München	Berlin <Ost>	Schriftsteller | Politiker	http://de.wikipedia.org/wiki/Johannes_R._Becher	Pseudonym
1560	Frida	Rubiner	 	http://d-nb.info/gnd/118873245	Rubiner, Frida	1879	1952	 	 	Publizistin | Sozialistin | Übersetzerin	http://de.wikipedia.org/wiki/Frida_Rubiner	DifferentiatedPerson
1561	Paul	Langenscheidt	 	http://d-nb.info/gnd/116708131	Langenscheidt, Paul	1860	1925	Berlin	Berlin	Verleger | Schriftsteller	http://de.wikipedia.org/wiki/Paul_Langenscheidt	DifferentiatedPerson
1563	Erich	Ollenhauer	 	http://d-nb.info/gnd/118589857	Ollenhauer, Erich	1901	1963	Magdeburg	Bonn	Politiker	http://de.wikipedia.org/wiki/Erich_Ollenhauer	DifferentiatedPerson
1570	Adolf Karl Emil	Borstendoerfer	 									
1574	Fritz von	Unruh	 									
1581	Alfred	Kind	 									
1584	Thomas Theodor	Heine	 	http://d-nb.info/gnd/118548034	Heine, Thomas Theodor	1867	1948	Leipzig	Stockholm	Maler | Zeichner	http://de.wikipedia.org/wiki/Thomas_Theodor_Heine	DifferentiatedPerson
1588	Heinz-Werner	Neumann	 									
1590	Joseph	Roth	 	http://d-nb.info/gnd/118913832	Gerster-Roth, Joseph E.	1860	1937	Laufen <Basel-Landschaft>	Basel	 	 	DifferentiatedPerson
1590	Joseph	Roth	 	http://d-nb.info/gnd/119498146	Roth, Franz Joseph	1690	1758	Wien	Gelchsheim	Stuckateur | Baumeister | Architekt	http://de.wikipedia.org/wiki/Franz_Joseph_Roth	DifferentiatedPerson
1590	Joseph	Roth	 	http://d-nb.info/gnd/119486407	Roth, Joseph	1897	1941	 	 	Pfarrer	http://de.wikipedia.org/wiki/Joseph_Roth_%28Priester%29	DifferentiatedPerson
1590	Joseph	Roth	 	http://d-nb.info/gnd/118603140	Roth, Joseph	1894	1939	Brody	Paris	Schriftsteller | Journalist	http://de.wikipedia.org/wiki/Joseph_Roth	DifferentiatedPerson
1590	Joseph	Roth	 	http://d-nb.info/gnd/1017120501	Roth, Joseph	1896	1945	 	 	Politiker | Lehrer	http://de.wikipedia.org/wiki/Joseph_Roth_%28Politiker%29	DifferentiatedPerson
1590	Joseph	Roth	 	http://d-nb.info/gnd/172337798	Roth, Franz Joseph	 	1697	 	 	 	 	DifferentiatedPerson
1590	Joseph	Roth	 	http://d-nb.info/gnd/10422522X	Roth, Johann Joseph	1804	1859	Augsburg	München	Arzt | Homöopath | Privatdozent	 	DifferentiatedPerson
1590	Joseph	Roth	 	http://d-nb.info/gnd/130604119	Roth von Limanowa-Lapanów, Josef	1859	1927	 	Wien	Offizier	http://de.wikipedia.org/wiki/Josef_Roth_von_Limanowa-%C5%81apan%C3%B3w	DifferentiatedPerson
1590	Joseph	Roth	 	http://d-nb.info/gnd/129859087	Roth, Franz Joseph	 	 	 	 	Jurist	 	DifferentiatedPerson
1590	Joseph	Roth	 	http://d-nb.info/gnd/116638249	Roth, Joseph	 	 	 	 	Archäologe	 	DifferentiatedPerson
1590	Joseph	Roth	 	http://d-nb.info/gnd/123897254	Rodt, Franz Joseph von	1631	1697	 	 	Prediger	 	DifferentiatedPerson
1590	Joseph	Roth	 	http://d-nb.info/gnd/131843249	Roth, Joseph	 	 	 	 	Volkswirt	 	DifferentiatedPerson
1590	Joseph	Roth	 	http://d-nb.info/gnd/13606616X	Roth, Joseph	1807	1868	 	 	Künstler | Maler | Schriftsteller	 	DifferentiatedPerson
1599	Max	Seydewitz	 	http://d-nb.info/gnd/11861360X	Seydewitz, Max	1892	1987	 	 	Schriftsteller | Politiker	http://de.wikipedia.org/wiki/Max_Seydewitz	DifferentiatedPerson
1599	Max	Seydewitz	 	http://d-nb.info/gnd/172402972	Seydewitz, Hans-Carl von	1904	 	 	 	 	 	DifferentiatedPerson
1599	Max	Seydewitz	 	http://d-nb.info/gnd/141501987	Seydewitz, Max von	1857	1921	 	 	General	 	DifferentiatedPerson
1599	Max	Seydewitz	 	http://d-nb.info/gnd/133646580	Seydewitz, Max von	1800	1872	 	 	Politiker | Abgeordneter | Kämmerer	http://de.wikipedia.org/wiki/Max_Graf_von_Seydewitz	DifferentiatedPerson
1600	Rubner	Ecker	 									
1601	Hans Heinrich August Ludwig	Mahlmann	 									
1607	Friedrich	Hertz	 	http://d-nb.info/gnd/119554380	Hertz, Friedrich Otto	1878	1964	Wien	London	Soziologe | Historiker	http://de.wikipedia.org/wiki/Frederick_Hertz	DifferentiatedPerson
1610	Adam	Jaeger	 	http://d-nb.info/gnd/172970830	Jäger, Christoph A.	 	 	 	 	 	 	DifferentiatedPerson
1610	Adam	Jaeger	 	http://d-nb.info/gnd/12848764X	Jäger, Adam	 	 	 	 	 	 	DifferentiatedPerson
1610	Adam	Jaeger	 	http://d-nb.info/gnd/12905352X	Jaeger, Christoph Adam Anton	 	 	 	 	 	 	DifferentiatedPerson
1610	Adam	Jaeger	 	http://d-nb.info/gnd/136263070	Jäger von Jägersberg, Christoph Adam	1684	1759	 	 	Schriftsteller	 	DifferentiatedPerson
1610	Adam	Jaeger	 	http://d-nb.info/gnd/1043007091	Jäger, Andreas Adam	 	 	 	 	Papiermacher	 	DifferentiatedPerson
1610	Adam	Jaeger	 	http://d-nb.info/gnd/104300520X	Jäger, Adam	 	 	 	 	Papiermacher	 	DifferentiatedPerson
1610	Adam	Jaeger	 	http://d-nb.info/gnd/1043006362	Jäger, Johann Adam	 	 	 	 	Papiermacher	 	DifferentiatedPerson
1610	Adam	Jaeger	 	http://d-nb.info/gnd/1043005501	Jäger, Adam	 	 	 	 	Papiermacher	 	DifferentiatedPerson
1610	Adam	Jaeger	 	http://d-nb.info/gnd/1043006842	Jäger, Georg Adam	 	1760	 	 	Papiermacher	 	DifferentiatedPerson
1611	Paul	Westheim	 	http://d-nb.info/gnd/119291320	Westheim, Paul	1886	1963	 	 	Kunsthistoriker | Verleger | Schriftsteller | Kunstkritiker	http://de.wikipedia.org/wiki/Paul_Westheim	DifferentiatedPerson
1616	Peter	Forster	 	http://d-nb.info/gnd/118567462	Kuczynski, Jürgen	1904	1997	Elberfeld	Berlin	Wirtschaftswissenschaftler	http://de.wikipedia.org/wiki/J%C3%BCrgen_Kuczynski	DifferentiatedPerson
1616	Peter	Forster	 	http://d-nb.info/gnd/119000741	Forster, Cajetan	1744	1804	 	 	 	 	DifferentiatedPerson
1616	Peter	Forster	 	http://d-nb.info/gnd/173165885	Forster, Cajetan Peter	1744	1804	 	 	 	 	DifferentiatedPerson
1616	Peter	Forster	 	http://d-nb.info/gnd/136652840	Forster, Peter	 	 	 	 	Kunsthistoriker	 	DifferentiatedPerson
1616	Peter	Forster	 	http://d-nb.info/gnd/133548430	Forster, Peter	 	 	 	 	Jurist	 	DifferentiatedPerson
1621	Boris	Sawinkow	 	http://d-nb.info/gnd/118804855	Savinkov, Boris V.	1879	1925	 	 	 	http://de.wikipedia.org/wiki/Boris_Wiktorowitsch_Sawinkow	DifferentiatedPerson
1626	Hans	Sochaczewer	 	http://d-nb.info/gnd/118821547	Orabuena, José	1892	1978	 	 	Schriftsteller	http://de.wikipedia.org/wiki/Jos%C3%A9_Orabuena	Pseudonym
1628	Felix	Pinner	 	http://d-nb.info/gnd/116188758	Pinner, Felix	1880	1942	 	 	Publizist | Redakteur	 	DifferentiatedPerson
1636	Wilhelm	Hansmann	 	http://d-nb.info/gnd/138850771	Hansmann, Wilhelm	1906	 	 	 	 	 	DifferentiatedPerson
1636	Wilhelm	Hansmann	 	http://d-nb.info/gnd/189475390	Hansmann, Wilhelm	 	 	 	 	 	 	DifferentiatedPerson
1638	Theodore	Dreiser	 	http://d-nb.info/gnd/118527355	Dreiser, Theodore	1871	1945	 	 	Schriftsteller | Journalist	http://de.wikipedia.org/wiki/Theodore_Dreiser	DifferentiatedPerson
1640	Kurt	Siodmak	 	http://d-nb.info/gnd/119337681	Siodmak, Curt	1902	2000	 	 	 	http://de.wikipedia.org/wiki/Curt_Siodmak	DifferentiatedPerson
1645	Ferdinand	Mainzer	 									
1647	Heinrich Eduard	Jacob	 	http://d-nb.info/gnd/118835327	Jacob, Heinrich Eduard	1889	1967	 	 	Schriftsteller | Übersetzer | Journalist | Redakteur | Musikwissenschaftler	http://de.wikipedia.org/wiki/Heinrich_Eduard_Jacob	DifferentiatedPerson
1648	Erich	Sylvester	 									
1675	Hermann	Mueller(-Franken)	 	http://d-nb.info/gnd/118584979	Müller, Hermann	1876	1931	Mannheim	Berlin	Politiker	http://de.wikipedia.org/wiki/Hermann_M%C3%BCller_%28Reichskanzler%29	DifferentiatedPerson
1681	Heinz	Faldi	 	http://d-nb.info/gnd/126259771	Faldi, Heinz	 	 	 	 	 	 	DifferentiatedPerson
1685	Otto	Krille	 	http://d-nb.info/gnd/118724452	Krille, Otto Moritz	1878	1953	 	 	Schriftsteller | Dramatiker | Lyriker	http://de.wikipedia.org/wiki/Otto_Krille	DifferentiatedPerson
1691	Isaak	Babel	 	http://d-nb.info/gnd/118651390	Babelʹ, Isaak Ė.	1894	1941	 	 	Schriftsteller	http://de.wikipedia.org/wiki/Isaak_Emmanuilowitsch_Babel	DifferentiatedPerson
1692	Wilhelm	Reich	 	http://d-nb.info/gnd/118599097	Reich, Wilhelm	1897	1957	 	 	Arzt | Psychologe	http://de.wikipedia.org/wiki/Wilhelm_Reich	DifferentiatedPerson
1692	Wilhelm	Reich	 	http://d-nb.info/gnd/119800411	Reich, Wilhelm	 	 	 	 	 	 	DifferentiatedPerson
1692	Wilhelm	Reich	 	http://d-nb.info/gnd/1019538473	Reich, Wilhelm	1863	1924	 	 	Kapellmeister	 	DifferentiatedPerson
1692	Wilhelm	Reich	 	http://d-nb.info/gnd/103146202	Reich, Philipp Wilhelm Ludwig	 	 	 	 	 	 	DifferentiatedPerson
1692	Wilhelm	Reich	 	http://d-nb.info/gnd/129329460	Reich, Wilhelm	1852	1929	 	 	Rabbiner	 	DifferentiatedPerson
1692	Wilhelm	Reich	 	http://d-nb.info/gnd/11639451X	Reich, Heinrich Wilhelm	1854	1912	 	 	Lehrer	 	DifferentiatedPerson
1692	Wilhelm	Reich	 	http://d-nb.info/gnd/125951167	Strauss-Reich, Wilhelm	1899	 	München	 	 	 	DifferentiatedPerson
1692	Wilhelm	Reich	 	http://d-nb.info/gnd/142025119	Reich, Georg Wilhelm	 	 	 	 	 	 	DifferentiatedPerson
1692	Wilhelm	Reich	 	http://d-nb.info/gnd/139134816	Reich, Friedrich Wilhelm	 	 	 	 	 	 	DifferentiatedPerson
1692	Wilhelm	Reich	 	http://d-nb.info/gnd/139045953	Reich, Wilhelm	1855	 	 	 	Ministerialbeamter	 	DifferentiatedPerson
1692	Wilhelm	Reich	 	http://d-nb.info/gnd/13795039X	Reich, Wilhelm	1908	 	 	 	 	 	DifferentiatedPerson
1693	Dorothy	Woodman	 	http://d-nb.info/gnd/109025717	Woodman, Dorothy	 	 	 	 	 	 	DifferentiatedPerson
1696	Hans	Muehlestein	 	http://d-nb.info/gnd/118737325	Mühlestein, Hans	1887	1969	Biel	Zürich	Schriftsteller | Historiker	http://de.wikipedia.org/wiki/Hans_M%C3%BChlestein	DifferentiatedPerson
1707	Adolf	Braun	 	http://d-nb.info/gnd/115407103	Braun, Carl Adolf	 	 	 	 	 	 	DifferentiatedPerson
1707	Adolf	Braun	 	http://d-nb.info/gnd/118936654	Braun, Adolf	1862	1929	 	 	Politiker | Journalist	http://de.wikipedia.org/wiki/Adolf_Braun_%28SPD%29	DifferentiatedPerson
1707	Adolf	Braun	 	http://d-nb.info/gnd/1012563189	Braun, Gustav Adolf	1898	1991	 	 	 	 	DifferentiatedPerson
1707	Adolf	Braun	 	http://d-nb.info/gnd/101217901X	Braun, Adolf	1833	1893	Rastatt	 	 	 	DifferentiatedPerson
1707	Adolf	Braun	 	http://d-nb.info/gnd/133082490	Braun, Max Benno Adolf Wilhelm	1859	1925	 	Bad Harzburg	Theologe	 	DifferentiatedPerson
1707	Adolf	Braun	 	http://d-nb.info/gnd/116423080	Braun, Theodor	1833	1911	 	 	Theologe	http://de.wikipedia.org/wiki/Theodor_Braun	DifferentiatedPerson
1707	Adolf	Braun	 	http://d-nb.info/gnd/116415525	Braun, Adolf von	1818	1904	 	 	Diplomat	 	DifferentiatedPerson
1710	Eduard	Prokosch	 	http://d-nb.info/gnd/116304782	Prokosch, Eduard	1876	1938	Eger	New Haven, Conn.	Philologe | Germanist	http://de.wikipedia.org/wiki/Eduard_Prokosch	DifferentiatedPerson
1721	Toni	Sender	 	http://d-nb.info/gnd/118613189	Sender, Tony	1888	1964	 	 	Schriftstellerin | Politikerin	http://de.wikipedia.org/wiki/Tony_Sender	Pseudonym
1729	Kurt	Klaeber	 	http://d-nb.info/gnd/118710087	Held, Kurt	1897	1959	Jena	Sorengo	Schriftsteller	http://de.wikipedia.org/wiki/Kurt_Held	DifferentiatedPerson
1737	Theodor	Okon	 									
1738	Robert	Neumann	 	http://d-nb.info/gnd/118587331	Neumann, Robert	1897	1975	Wien	München	Schriftsteller | Lyriker | Dramatiker | Literaturkritiker	http://de.wikipedia.org/wiki/Robert_Neumann	Pseudonym
1738	Robert	Neumann	 	http://d-nb.info/gnd/133418812	Neumann, Robert	 	 	 	 	Architekt | Baurat	 	DifferentiatedPerson
1738	Robert	Neumann	 	http://d-nb.info/gnd/170021610	Neumann, Robert G.	 	 	 	 	 	 	DifferentiatedPerson
1738	Robert	Neumann	 	http://d-nb.info/gnd/171823028	Neumann, Robert	 	 	 	 	 	 	DifferentiatedPerson
1738	Robert	Neumann	 	http://d-nb.info/gnd/132276356	Neumann, Robert	 	 	 	 	Zahnarzt	 	DifferentiatedPerson
1738	Robert	Neumann	 	http://d-nb.info/gnd/132275856	Neumann, Robert	1902	 	 	 	 	 	DifferentiatedPerson
1738	Robert	Neumann	 	http://d-nb.info/gnd/124150713	Neumann, Robert G.	1916	 	 	 	 	 	DifferentiatedPerson
1738	Robert	Neumann	 	http://d-nb.info/gnd/138228817	Neumann-Ettenreich, Robert von	1825	1880	 	 	Major	 	DifferentiatedPerson
1738	Robert	Neumann	 	http://d-nb.info/gnd/134667751	Neumann, Robert	 	 	 	 	Musiker	 	DifferentiatedPerson
1738	Robert	Neumann	 	http://d-nb.info/gnd/127746412	Neumann-Ettenreich, Robert von	 	 	 	 	 	 	DifferentiatedPerson
1738	Robert	Neumann	 	http://d-nb.info/gnd/128281219	Neumann-Ettenreich, Robert R. von	 	 	 	 	 	 	DifferentiatedPerson
1738	Robert	Neumann	 	http://d-nb.info/gnd/1028855648	Neumann, Robert	 	 	 	 	 	 	DifferentiatedPerson
1738	Robert	Neumann	 	http://d-nb.info/gnd/1034901044	Neumann-Hofer, Robert	 	1920	 	 	 	 	DifferentiatedPerson
1738	Robert	Neumann	 	http://d-nb.info/gnd/1013873394	Neumann, Robert	1864	 	Kowale Olecki	 	Pädagoge | Oberlehrer	 	DifferentiatedPerson
1763	Robert	Klausmann	 	http://d-nb.info/gnd/126486638	Klausmann, Robert	 	 	 	 	 	 	DifferentiatedPerson
1765	Klaus	Mann	 	http://d-nb.info/gnd/118577158	Mann, Klaus	1906	1949	München	Cannes	Schriftsteller | Journalist | Theaterkritiker	http://de.wikipedia.org/wiki/Klaus_Mann	Pseudonym
1770	Nikolai	Bogdanow	 	http://d-nb.info/gnd/12621588X	Bogdanov, Nikolaj Vladimirovič	1906	 	 	 	Schriftsteller	 	DifferentiatedPerson
1785	Adrienne	Thomas	 	http://d-nb.info/gnd/117345563	Thomas, Adrienne	1897	1980	Sankt Avold	Wien	Schriftstellerin | Romanschriftstellerin	http://de.wikipedia.org/wiki/Adrienne_Thomas	DifferentiatedPerson
1789	Wsjowolod	Iwanow	 	http://d-nb.info/gnd/118926063	Ivanov, Vsevolod V.	1895	1963	 	 	Schriftsteller	http://de.wikipedia.org/wiki/Wsewolod_Wjatscheslawowitsch_Iwanow	DifferentiatedPerson
1792	Klara	Zetkin	 	http://d-nb.info/gnd/118636618	Zetkin, Clara	1857	1933	Wiederau <Rochlitz>	Archangel'skoe <Krasnogorsk>	Politikerin | Lehrerin	http://de.wikipedia.org/wiki/Clara_Zetkin	DifferentiatedPerson
1796	Ernst	Weiss	 	http://d-nb.info/gnd/118766422	Weiss, Emil Rudolf	1875	1942	Lahr/Schwarzwald	Meersburg	Maler | Graphiker | Buchkünstler | Schriftkünstler | Schriftsteller	http://de.wikipedia.org/wiki/Emil_Rudolf_Wei%C3%9F	DifferentiatedPerson
1796	Ernst	Weiss	 	http://d-nb.info/gnd/117288543	Weiss, Christian Ernst	1833	1890	 	 	Geologe	http://de.wikipedia.org/wiki/Christian_Ernst_Wei%C3%9F	DifferentiatedPerson
1796	Ernst	Weiss	 	http://d-nb.info/gnd/117289523	Weiss, Frederick Ernest	1865	 	 	 	Botaniker	 	DifferentiatedPerson
1796	Ernst	Weiss	 	http://d-nb.info/gnd/117298301	Weiss, Raoul Ernst	 	 	 	 	Dramaturg | Korrespondent	 	DifferentiatedPerson
1796	Ernst	Weiss	 	http://d-nb.info/gnd/117288551	Weiss, Christian Ernst	1787	1850	 	 	Jurist	 	DifferentiatedPerson
1796	Ernst	Weiss	 	http://d-nb.info/gnd/117289108	Weiss, Ernst	 	 	 	 	Ingenieur	 	DifferentiatedPerson
1796	Ernst	Weiss	 	http://d-nb.info/gnd/117289175	Weiss, Ernst August	1900	1942	 	 	Mathematiker	 	DifferentiatedPerson
1796	Ernst	Weiss	 	http://d-nb.info/gnd/117291811	Weiß, Otto	1871	1943	 	 	Physiologe	 	DifferentiatedPerson
1796	Ernst	Weiss	 	http://d-nb.info/gnd/117299545	Weisse, Christian Ernst	1766	1832	 	 	Jurist | Historiker	http://de.wikipedia.org/wiki/Christian_Ernst_Wei%C3%9Fe	DifferentiatedPerson
1796	Ernst	Weiss	 	http://d-nb.info/gnd/12107479X	Weiß, Johann Ernst	 	 	 	 	 	 	DifferentiatedPerson
1796	Ernst	Weiss	 	http://d-nb.info/gnd/117728039	Weiss, Ernst August	 	 	 	 	Mathematiker	 	DifferentiatedPerson
1796	Ernst	Weiss	 	http://d-nb.info/gnd/118630458	Weiß, Ernst	1882	1940	Brünn	Paris	Schriftsteller | Chirurg | Übersetzer	http://de.wikipedia.org/wiki/Ernst_Wei%C3%9F_%28Schriftsteller%29	Pseudonym
1796	Ernst	Weiss	 	http://d-nb.info/gnd/118630504	Weiss, John Gustav	1857	1943	Mannheim	 	Politiker | Kommunalpolitiker | Bürgermeister | Abgeordneter | Heimatkundler	http://de.wikipedia.org/wiki/John_Gustav_Weiss	DifferentiatedPerson
1796	Ernst	Weiss	 	http://d-nb.info/gnd/172503035	Weiss, Christian Ernst	1837	1890	 	 	 	 	DifferentiatedPerson
1796	Ernst	Weiss	 	http://d-nb.info/gnd/1018794662	Weiß, Hans Ernst	 	 	 	 	Bediensteter	 	DifferentiatedPerson
1796	Ernst	Weiss	 	http://d-nb.info/gnd/127300988	Weiss, Ernst Alban	 	 	 	 	 	 	DifferentiatedPerson
1796	Ernst	Weiss	 	http://d-nb.info/gnd/131446142	Weiß, Ernst	1828	1871	 	 	 	 	DifferentiatedPerson
1796	Ernst	Weiss	 	http://d-nb.info/gnd/122558359	Weiss, Gottfried	1892	1956	 	 	 	 	DifferentiatedPerson
1796	Ernst	Weiss	 	http://d-nb.info/gnd/117289086	Weiss, Ernst	 	 	 	 	Lehrer	 	DifferentiatedPerson
1796	Ernst	Weiss	 	http://d-nb.info/gnd/133793893	Weiß, Ernst	1874	 	 	 	Ministerialbeamter	 	DifferentiatedPerson
1796	Ernst	Weiss	 	http://d-nb.info/gnd/13363924X	Weiß, Ernst Josef	 	 	 	 	 	 	DifferentiatedPerson
1796	Ernst	Weiss	 	http://d-nb.info/gnd/133635244	Weiß, Ernst	 	 	 	 	Politiker	 	DifferentiatedPerson
1796	Ernst	Weiss	 	http://d-nb.info/gnd/1021300268	Weiss, Ernst	1911	 	Hamburg	 	Maler	http://de.wikipedia.org/wiki/Ernst_Wei%C3%9F_%28Politiker%29	DifferentiatedPerson
1799	Arthur	Rosenberg	 	http://d-nb.info/gnd/118749749	Rosenberg, Arthur	1889	1943	Berlin	New York, NY	Historiker	http://de.wikipedia.org/wiki/Arthur_Rosenberg	DifferentiatedPerson
1804	Fritz	Erpenbeck	 	http://d-nb.info/gnd/116567635	Erpenbeck, Fritz	1897	1975	Mainz	Berlin	Dramaturg | Redakteur | Schriftsteller	http://de.wikipedia.org/wiki/Fritz_Erpenbeck	DifferentiatedPerson
1807	Heinrich Christian	Meier [Pseud.: Meier-Parm]	 	http://d-nb.info/gnd/118591762	Meier, Heinrich Christian	1905	1987	 	 	Schriftsteller | Dramaturg	 	Pseudonym
1820	Wolf	Franck	 	http://d-nb.info/gnd/131502964	Franck, Johann Wolff	 	 	 	 	 	 	DifferentiatedPerson
1820	Wolf	Franck	 	http://d-nb.info/gnd/116695536	Franck, Wolf	1902	1966	 	 	Journalist | Redakteur	 	DifferentiatedPerson
1828	Leopold	Ehrlich -Hichler	 	http://d-nb.info/gnd/116409142	Ehrlich, Leopold	1877	1972	 	 	 	 	DifferentiatedPerson
1845	Hans	Habe [d. i. Bekessy]	 									
1861	Wilhelm	Fritz	 	http://d-nb.info/gnd/120151936	Fritz, Johann Wilhelm	 	 	 	 	 	 	DifferentiatedPerson
1861	Wilhelm	Fritz	 	http://d-nb.info/gnd/116825987	Fritz, Wilhelm	1867	1907	 	 	Klassischer Philologe	 	DifferentiatedPerson
1861	Wilhelm	Fritz	 	http://d-nb.info/gnd/170234681	Fritz, Wilhelm	 	 	 	 	 	 	DifferentiatedPerson
1861	Wilhelm	Fritz	 	http://d-nb.info/gnd/132082020	Fritz, Georg Ludwig Wilhelm	1846	 	 	Prenzlau	 	 	DifferentiatedPerson
1861	Wilhelm	Fritz	 	http://d-nb.info/gnd/122985605	Fritz, Wilhelm	 	 	Nürnberg	 	 	 	DifferentiatedPerson
1861	Wilhelm	Fritz	 	http://d-nb.info/gnd/139718532	Fritz, Karl Friedrich Wilhelm	1770	1776	 	 	 	 	DifferentiatedPerson
1861	Wilhelm	Fritz	 	http://d-nb.info/gnd/134378830	Fritz, Wilhelm	 	 	 	 	Komponist	 	DifferentiatedPerson
1861	Wilhelm	Fritz	 	http://d-nb.info/gnd/127633790	Fritz, Carl Wilhelm	 	 	 	 	 	 	DifferentiatedPerson
1861	Wilhelm	Fritz	 	http://d-nb.info/gnd/1036653382	Fritz, Joh. Wilhelm	 	 	 	 	Papiermacher	 	DifferentiatedPerson
1861	Wilhelm	Fritz	 	http://d-nb.info/gnd/1012264742	Fritz, Wilhelm	1829	1897	 	Tübingen	 	 	DifferentiatedPerson
1862	Richard	Falck	 	http://d-nb.info/gnd/117498203	Falck, Richard	1873	1955	 	 	Mykologe	http://de.wikipedia.org/wiki/Richard_Falck	DifferentiatedPerson
1862	Richard	Falck	 	http://d-nb.info/gnd/17252007X	Falck, Richard	 	 	 	 	 	 	DifferentiatedPerson
1906	Stefan	Wendt	 	http://d-nb.info/gnd/134256182	Wendt, Stefan	 	 	 	 	Kaufmann	 	DifferentiatedPerson
1907	Lazar M.	Kaganowitsch	 									
1918	Dietrich von	Hildebrand	 									
1924	Albert	Einstein	 	http://d-nb.info/gnd/118529579	Einstein, Albert	1879	1955	Ulm	Princeton, NJ	Physiker	http://de.wikipedia.org/wiki/Albert_Einstein	DifferentiatedPerson
1924	Albert	Einstein	 	http://d-nb.info/gnd/143075845	Einstein, Hans A.	1904	1973	 	 	Ingenieur	http://de.wikipedia.org/wiki/Hans_Albert_Einstein	DifferentiatedPerson
1935	Chajim	Bloch	 	http://d-nb.info/gnd/118511734	Bloch, Chajim	1881	1973	 	New York, NY	Rabbiner	http://de.wikipedia.org/wiki/Chajim_Bloch	DifferentiatedPerson
1939	Fritz Tete Harens	Tetens	 									
1943	Johann	Most	 	http://d-nb.info/gnd/118737163	Most, Johann	1846	1906	Augsburg	New York, NY	Journalist | Politiker	http://de.wikipedia.org/wiki/Johann_Most	DifferentiatedPerson
1943	Johann	Most	 	http://d-nb.info/gnd/128758090	Most, Johann Otto	 	 	 	 	 	 	DifferentiatedPerson
1943	Johann	Most	 	http://d-nb.info/gnd/1035095459	Most, Johann Friedrich Ernst	1767	1831	 	 	 	 	DifferentiatedPerson
1951	Eugen	Scheyer	 									
1955	Wilhelm	Florian	 									
1960	Fritz	Gitta	 									
